count,kind,item_buck,item_arabic,pos_summary,sample_translations
21,root,snn,سنن,,"Similar situations [as yours] have passed on before you, so proceed throughout the earth and observe how was the end of those who denied. || Allah wants to make clear to you [the lawful from the unlawful] and guide you to the [good] practices of those before you and to accept your repentance. And Al"
21,root,fty,فتي,,"And whoever among you cannot [find] the means to marry free, believing women, then [he may marry] from those whom your right hands possess of believing slave girls. And Allah is most knowing about your faith. You [believers] are of one another. So marry them with the permission of their people and g"
21,root,Avr,اثر,,"And We sent, following in their footsteps, Jesus, the son of Mary, confirming that which came before him in the Torah; and We gave him the Gospel, in which was guidance and light and confirming that which preceded it of the Torah as guidance and instruction for the righteous. || They said, ""By Allah"
21,root,Hmm,حمم,,"And leave those who take their religion as amusement and diversion and whom the worldly life has deluded. But remind with the Qur'an, lest a soul be given up to destruction for what it earned; it will have other than Allah no protector and no intercessor. And if it should offer every compensation, i"
21,root,n$r,نشر,,"And [for] every person We have imposed his fate upon his neck, and We will produce for him on the Day of Resurrection a record which he will encounter spread open. || [The youths said to one another], ""And when you have withdrawn from them and that which they worship other than Allah, retreat to the"
20,lemma,>aEad~a,أَعَدَّ,V:20,"But if you do not - and you will never be able to - then fear the Fire, whose fuel is men and stones, prepared for the disbelievers. || And fear the Fire, which has been prepared for the disbelievers."
20,lemma,Earafa,عَرَفَ,V:20,"And when there came to them a Book from Allah confirming that which was with them - although before they used to pray for victory against those who disbelieved - but [then] when there came to them that which they recognized, they disbelieved in it; so the curse of Allah will be upon the disbelievers"
20,lemma,saEaY`,سَعَىٰ,V:20,"And who are more unjust than those who prevent the name of Allah from being mentioned in His mosques and strive toward their destruction. It is not for them to enter them except in fear. For them in this world is disgrace, and they will have in the Hereafter a great punishment. || And when he goes a"
20,lemma,kal~ama,كَلَّمَ,V:20,"Those who do not know say, ""Why does Allah not speak to us or there come to us a sign?"" Thus spoke those before them like their words. Their hearts resemble each other. We have shown clearly the signs to a people who are certain [in faith]. || Indeed, they who conceal what Allah has sent down of the"
20,lemma,Hikomap,حِكْمَة,N:20,"Our Lord, and send among them a messenger from themselves who will recite to them Your verses and teach them the Book and wisdom and purify them. Indeed, You are the Exalted in Might, the Wise."" || Just as We have sent among you a messenger from yourselves reciting to you Our verses and purifying yo"
20,lemma,SaAbir,صَابِر,"N:19,ADJ:1","O you who have believed, seek help through patience and prayer. Indeed, Allah is with the patient. || And We will surely test you with something of fear and hunger and a loss of wealth and lives and fruits, but give good tidings to the patient,"
20,lemma,balawo,بَلَوْ,V:20,"And We will surely test you with something of fear and hunger and a loss of wealth and lives and fruits, but give good tidings to the patient, || And We have revealed to you, [O Muhammad], the Book in truth, confirming that which preceded it of the Scripture and as a criterion over it. So judge betw"
20,lemma,>aHal~a,أَحَلَّ,V:20,"It has been made permissible for you the night preceding fasting to go to your wives [for sexual relations]. They are clothing for you and you are clothing for them. Allah knows that you used to deceive yourselves, so He accepted your repentance and forgave you. So now, have relations with them and "
20,lemma,>amina,أَمِنَ,V:20,"And complete the Hajj and 'umrah for Allah. But if you are prevented, then [offer] what can be obtained with ease of sacrificial animals. And do not shave your heads until the sacrificial animal has reached its place of slaughter. And whoever among you is ill or has an ailment of the head [making sh"
20,lemma,EiqaAb,عِقَاب,N:20,"And complete the Hajj and 'umrah for Allah. But if you are prevented, then [offer] what can be obtained with ease of sacrificial animals. And do not shave your heads until the sacrificial animal has reached its place of slaughter. And whoever among you is ill or has an ailment of the head [making sh"
20,lemma,ha`ruwn,هَٰرُون,PN:20,"And their prophet said to them, ""Indeed, a sign of his kingship is that the chest will come to you in which is assurance from your Lord and a remnant of what the family of Moses and the family of Aaron had left, carried by the angels. Indeed in that is a sign for you, if you are believers."" || Indee"
20,lemma,laday,لَدَي,LOC:20,"That is from the news of the unseen which We reveal to you, [O Muhammad]. And you were not with them when they cast their pens as to which of them should be responsible for Mary. Nor were you with them when they disputed. || That is from the news of the unseen which We reveal to you, [O Muhammad]. A"
20,lemma,Zulom,ظُلْم,N:20,"These are the verses of Allah. We recite them to you, [O Muhammad], in truth; and Allah wants no injustice to the worlds. || Indeed, those who devour the property of orphans unjustly are only consuming into their bellies fire. And they will be burned in a Blaze."
20,lemma,qaS~a,قَصَّ,V:20,And [We sent] messengers about whom We have related [their stories] to you before and messengers about whom We have not related to you. And Allah spoke to Moses with [direct] speech. || And [We sent] messengers about whom We have related [their stories] to you before and messengers about whom We hav
20,lemma,>aqosamu,أَقْسَمُ,V:20,"And those who believe will say, ""Are these the ones who swore by Allah their strongest oaths that indeed they were with you?"" Their deeds have become worthless, and they have become losers. || O you who have believed, testimony [should be taken] among you when death approaches one of you at the time"
20,lemma,Hizob,حِزْب,N:20,"And whoever is an ally of Allah and His Messenger and those who have believed - indeed, the party of Allah - they will be the predominant. || So is one who [stands] upon a clear evidence from his Lord [like the aforementioned]? And a witness from Him follows it, and before it was the Scripture of Mo"
