surah,verse,root_bw,root_ar,count,verse_text
3,154,Sdr,صدر,2,ثم أنزل عليكم من بعد الغم أمنة نعاسا يغشى طائفة منكم ۖ وطائفة قد أهمتهم أنفسهم يظنون بالله غير الحق ظن الجاهلية ۖ يقولون هل لنا من الأمر من شيء ۗ قل إن الأمر كله لله ۗ يخفون في أنفسهم ما لا يبدون لك ۖ يقولون لو كان لنا من الأمر شيء ما قتلنا هاهنا ۗ قل لو كنتم في بيوتكم لبرز الذين كتب عليهم القتل إلى مضاجعهم ۖ وليبتلي الله ما في صدوركم وليمحص ما في قلوبكم ۗ والله عليم بذات الصدور
3,155,Alh,اله,2,إن الذين تولوا منكم يوم التقى الجمعان إنما استزلهم الشيطان ببعض ما كسبوا ۖ ولقد عفا الله عنهم ۗ إن الله غفور حليم
3,156,mwt,موت,2,يا أيها الذين آمنوا لا تكونوا كالذين كفروا وقالوا لإخوانهم إذا ضربوا في الأرض أو كانوا غزى لو كانوا عندنا ما ماتوا وما قتلوا ليجعل الله ذلك حسرة في قلوبهم ۗ والله يحيي ويميت ۗ والله بما تعملون بصير
3,157,Alh,اله,2,ولئن قتلتم في سبيل الله أو متم لمغفرة من الله ورحمة خير مما يجمعون
3,159,wkl,وكل,2,فبما رحمة من الله لنت لهم ۖ ولو كنت فظا غليظ القلب لانفضوا من حولك ۖ فاعف عنهم واستغفر لهم وشاورهم في الأمر ۖ فإذا عزمت فتوكل على الله ۚ إن الله يحب المتوكلين
3,160,nSr,نصر,2,إن ينصركم الله فلا غالب لكم ۖ وإن يخذلكم فمن ذا الذي ينصركم من بعده ۗ وعلى الله فليتوكل المؤمنون
3,160,Alh,اله,2,إن ينصركم الله فلا غالب لكم ۖ وإن يخذلكم فمن ذا الذي ينصركم من بعده ۗ وعلى الله فليتوكل المؤمنون
3,162,Alh,اله,2,أفمن اتبع رضوان الله كمن باء بسخط من الله ومأواه جهنم ۚ وبئس المصير
3,163,Alh,اله,2,هم درجات عند الله ۗ والله بصير بما يعملون
3,165,qwl,قول,2,أولما أصابتكم مصيبة قد أصبتم مثليها قلتم أنى هذا ۖ قل هو من عند أنفسكم ۗ إن الله على كل شيء قدير
3,167,qtl,قتل,2,وليعلم الذين نافقوا ۚ وقيل لهم تعالوا قاتلوا في سبيل الله أو ادفعوا ۖ قالوا لو نعلم قتالا لاتبعناكم ۗ هم للكفر يومئذ أقرب منهم للإيمان ۚ يقولون بأفواههم ما ليس في قلوبهم ۗ والله أعلم بما يكتمون
3,167,Alh,اله,2,وليعلم الذين نافقوا ۚ وقيل لهم تعالوا قاتلوا في سبيل الله أو ادفعوا ۖ قالوا لو نعلم قتالا لاتبعناكم ۗ هم للكفر يومئذ أقرب منهم للإيمان ۚ يقولون بأفواههم ما ليس في قلوبهم ۗ والله أعلم بما يكتمون
3,168,qwl,قول,2,الذين قالوا لإخوانهم وقعدوا لو أطاعونا ما قتلوا ۗ قل فادرءوا عن أنفسكم الموت إن كنتم صادقين
3,171,Alh,اله,2,۞ يستبشرون بنعمة من الله وفضل وأن الله لا يضيع أجر المؤمنين
3,173,qwl,قول,2,الذين قال لهم الناس إن الناس قد جمعوا لكم فاخشوهم فزادهم إيمانا وقالوا حسبنا الله ونعم الوكيل
3,173,nws,نوس,2,الذين قال لهم الناس إن الناس قد جمعوا لكم فاخشوهم فزادهم إيمانا وقالوا حسبنا الله ونعم الوكيل
3,174,fDl,فضل,2,فانقلبوا بنعمة من الله وفضل لم يمسسهم سوء واتبعوا رضوان الله ۗ والله ذو فضل عظيم
3,176,Alh,اله,2,ولا يحزنك الذين يسارعون في الكفر ۚ إنهم لن يضروا الله شيئا ۗ يريد الله ألا يجعل لهم حظا في الآخرة ۖ ولهم عذاب عظيم
3,178,mlw,ملو,2,ولا يحسبن الذين كفروا أنما نملي لهم خير لأنفسهم ۚ إنما نملي لهم ليزدادوا إثما ۚ ولهم عذاب مهين
3,179,kwn,كون,2,ما كان الله ليذر المؤمنين على ما أنتم عليه حتى يميز الخبيث من الطيب ۗ وما كان الله ليطلعكم على الغيب ولكن الله يجتبي من رسله من يشاء ۖ فآمنوا بالله ورسله ۚ وإن تؤمنوا وتتقوا فلكم أجر عظيم
3,179,rsl,رسل,2,ما كان الله ليذر المؤمنين على ما أنتم عليه حتى يميز الخبيث من الطيب ۗ وما كان الله ليطلعكم على الغيب ولكن الله يجتبي من رسله من يشاء ۖ فآمنوا بالله ورسله ۚ وإن تؤمنوا وتتقوا فلكم أجر عظيم
3,180,bxl,بخل,2,ولا يحسبن الذين يبخلون بما آتاهم الله من فضله هو خيرا لهم ۖ بل هو شر لهم ۖ سيطوقون ما بخلوا به يوم القيامة ۗ ولله ميراث السماوات والأرض ۗ والله بما تعملون خبير
3,181,Alh,اله,2,لقد سمع الله قول الذين قالوا إن الله فقير ونحن أغنياء ۘ سنكتب ما قالوا وقتلهم الأنبياء بغير حق ونقول ذوقوا عذاب الحريق
3,183,rsl,رسل,2,الذين قالوا إن الله عهد إلينا ألا نؤمن لرسول حتى يأتينا بقربان تأكله النار ۗ قل قد جاءكم رسل من قبلي بالبينات وبالذي قلتم فلم قتلتموهم إن كنتم صادقين
3,184,k*b,كذب,2,فإن كذبوك فقد كذب رسل من قبلك جاءوا بالبينات والزبر والكتاب المنير
3,187,$ry,شري,2,وإذ أخذ الله ميثاق الذين أوتوا الكتاب لتبيننه للناس ولا تكتمونه فنبذوه وراء ظهورهم واشتروا به ثمنا قليلا ۖ فبئس ما يشترون
3,188,Hsb,حسب,2,لا تحسبن الذين يفرحون بما أتوا ويحبون أن يحمدوا بما لم يفعلوا فلا تحسبنهم بمفازة من العذاب ۖ ولهم عذاب أليم
3,188,E*b,عذب,2,لا تحسبن الذين يفرحون بما أتوا ويحبون أن يحمدوا بما لم يفعلوا فلا تحسبنهم بمفازة من العذاب ۖ ولهم عذاب أليم
3,189,Alh,اله,2,ولله ملك السماوات والأرض ۗ والله على كل شيء قدير
3,191,xlq,خلق,2,الذين يذكرون الله قياما وقعودا وعلى جنوبهم ويتفكرون في خلق السماوات والأرض ربنا ما خلقت هذا باطلا سبحانك فقنا عذاب النار
3,193,ndw,ندو,2,ربنا إننا سمعنا مناديا ينادي للإيمان أن آمنوا بربكم فآمنا ۚ ربنا فاغفر لنا ذنوبنا وكفر عنا سيئاتنا وتوفنا مع الأبرار
3,194,wEd,وعد,2,ربنا وآتنا ما وعدتنا على رسلك ولا تخزنا يوم القيامة ۗ إنك لا تخلف الميعاد
3,195,Eml,عمل,2,فاستجاب لهم ربهم أني لا أضيع عمل عامل منكم من ذكر أو أنثى ۖ بعضكم من بعض ۖ فالذين هاجروا وأخرجوا من ديارهم وأوذوا في سبيلي وقاتلوا وقتلوا لأكفرن عنهم سيئاتهم ولأدخلنهم جنات تجري من تحتها الأنهار ثوابا من عند الله ۗ والله عنده حسن الثواب
3,195,bED,بعض,2,فاستجاب لهم ربهم أني لا أضيع عمل عامل منكم من ذكر أو أنثى ۖ بعضكم من بعض ۖ فالذين هاجروا وأخرجوا من ديارهم وأوذوا في سبيلي وقاتلوا وقتلوا لأكفرن عنهم سيئاتهم ولأدخلنهم جنات تجري من تحتها الأنهار ثوابا من عند الله ۗ والله عنده حسن الثواب
3,195,qtl,قتل,2,فاستجاب لهم ربهم أني لا أضيع عمل عامل منكم من ذكر أو أنثى ۖ بعضكم من بعض ۖ فالذين هاجروا وأخرجوا من ديارهم وأوذوا في سبيلي وقاتلوا وقتلوا لأكفرن عنهم سيئاتهم ولأدخلنهم جنات تجري من تحتها الأنهار ثوابا من عند الله ۗ والله عنده حسن الثواب
3,195,vwb,ثوب,2,فاستجاب لهم ربهم أني لا أضيع عمل عامل منكم من ذكر أو أنثى ۖ بعضكم من بعض ۖ فالذين هاجروا وأخرجوا من ديارهم وأوذوا في سبيلي وقاتلوا وقتلوا لأكفرن عنهم سيئاتهم ولأدخلنهم جنات تجري من تحتها الأنهار ثوابا من عند الله ۗ والله عنده حسن الثواب
3,195,End,عند,2,فاستجاب لهم ربهم أني لا أضيع عمل عامل منكم من ذكر أو أنثى ۖ بعضكم من بعض ۖ فالذين هاجروا وأخرجوا من ديارهم وأوذوا في سبيلي وقاتلوا وقتلوا لأكفرن عنهم سيئاتهم ولأدخلنهم جنات تجري من تحتها الأنهار ثوابا من عند الله ۗ والله عنده حسن الثواب
3,195,Alh,اله,2,فاستجاب لهم ربهم أني لا أضيع عمل عامل منكم من ذكر أو أنثى ۖ بعضكم من بعض ۖ فالذين هاجروا وأخرجوا من ديارهم وأوذوا في سبيلي وقاتلوا وقتلوا لأكفرن عنهم سيئاتهم ولأدخلنهم جنات تجري من تحتها الأنهار ثوابا من عند الله ۗ والله عنده حسن الثواب
3,198,End,عند,2,لكن الذين اتقوا ربهم لهم جنات تجري من تحتها الأنهار خالدين فيها نزلا من عند الله ۗ وما عند الله خير للأبرار
3,198,Alh,اله,2,لكن الذين اتقوا ربهم لهم جنات تجري من تحتها الأنهار خالدين فيها نزلا من عند الله ۗ وما عند الله خير للأبرار
3,199,nzl,نزل,2,وإن من أهل الكتاب لمن يؤمن بالله وما أنزل إليكم وما أنزل إليهم خاشعين لله لا يشترون بآيات الله ثمنا قليلا ۗ أولئك لهم أجرهم عند ربهم ۗ إن الله سريع الحساب
3,200,Sbr,صبر,2,يا أيها الذين آمنوا اصبروا وصابروا ورابطوا واتقوا الله لعلكم تفلحون
4,1,wqy,وقي,2,يا أيها الناس اتقوا ربكم الذي خلقكم من نفس واحدة وخلق منها زوجها وبث منهما رجالا كثيرا ونساء ۚ واتقوا الله الذي تساءلون به والأرحام ۚ إن الله كان عليكم رقيبا
4,1,xlq,خلق,2,يا أيها الناس اتقوا ربكم الذي خلقكم من نفس واحدة وخلق منها زوجها وبث منهما رجالا كثيرا ونساء ۚ واتقوا الله الذي تساءلون به والأرحام ۚ إن الله كان عليكم رقيبا
