rank,buckwalter,arabic,count,root_buck,root_arabic
1787,faAza,فَازَ,3,fwz,فوز
1788,tuqosiTu,تُقْسِطُ,3,qsT,قسط
1789,TaAba,طَابَ,3,Tyb,طيب
1790,mavonaY`,مَثْنَىٰ,3,vny,ثني
1791,yasotaEofifo,يَسْتَعْفِفْ,3,Eff,عفف
1792,qisomap,قِسْمَة,3,qsm,قسم
1793,s~udus,سُّدُس,3,sds,سدس
1794,m~ubay~inap,مُّبَيِّنَة,3,byn,بين
1795,Eam~a`t,عَمَّٰت,3,Emm,عمم
1796,xa`la`t,خَٰلَٰت,3,xwl,خول
1797,Tawol,طَوْل,3,Twl,طول
1798,mut~axi*,مُتَّخِذ,3,Ax*,اخذ
1799,yamiylu,يَمِيلُ,3,myl,ميل
1800,m~udoxal,مُّدْخَل,3,dxl,دخل
1801,qaw~a`miyn,قَوَّٰمِين,3,qwm,قوم
1802,qa`nita`t,قَٰنِتَٰت,3,qnt,قنت
1803,Hakam,حَكَم,3,Hkm,حكم
1804,jaAr,جَار,3,jwr,جور
1805,muxotaAl,مُخْتَال,3,xyl,خيل
1806,suka`raY`,سُكَٰرَىٰ,3,skr,سكر
1807,{mosaHu,ٱمْسَحُ,3,msH,مسح
1808,m~awaADiE,مَّوَاضِع,3,wDE,وضع
1809,fatiyl,فَتِيل,3,ftl,فتل
1810,Hasada,حَسَدَ,3,Hsd,حسد
1811,tasoliym,تَسْلِيم,3,slm,سلم
1812,Hasuna,حَسُنَ,3,Hsn,حسن
1813,Hi*or,حِذْر,3,H*r,حذر
1814,TaAEap,طَاعَة,3,TwE,طوع
1815,ya>olamu,يَأْلَمُ,3,Alm,الم
1816,xaA^}iniyn,خَا^ئِنِين,3,xwn,خون
1817,yasotaxofu,يَسْتَخْفُ,3,xfy,خفي
1818,{Hotamala,ٱحْتَمَلَ,3,Hml,حمل
1819,xusoraAn,خُسْرَان,3,xsr,خسر
1820,>aHoDarato,أَحْضَرَتْ,3,HDr,حضر
1821,HaraSo,حَرَصْ,3,HrS,حرص
1822,yaEodu,يَعْدُ,3,Edw,عدو
1823,zabuwr,زَبُور,3,zbr,زبر
1824,{sotankafu,ٱسْتَنكَفُ,3,nkf,نكف
1825,bahiymap,بَهِيمَة,3,bhm,بهم
1826,yajorima,يَجْرِمَ,3,jrm,جرم
1827,nuSub,نُصُب,3,nSb,نصب
1828,fisoq,فِسْق,3,fsq,فسق
1829,Eaz~aru,عَزَّرُ,3,Ezr,عزر
1830,qa`siyap,قَٰسِيَة,3,qsw,قسو
1831,s~aAriq,سَّارِق,3,srq,سرق
1832,s~uHot,سُّحْت,3,sHt,سحت
1833,muqosiTiyn,مُقْسِطِين,3,qsT,قسط
1834,ja`hiliy~ap2,جَٰهِلِيَّة²,3,jhl,جهل
1835,daA^}irap,دَا^ئِرَة,3,dwr,دور
1836,>aTofa>a,أَطْفَأَ,3,TfA,طفا
1837,yaEoSimu,يَعْصِمُ,3,ESm,عصم
1838,ruhoba`n,رُهْبَٰن,3,rhb,رهب
1839,<iToEa`m,إِطْعَٰم,3,TEm,طعم
1840,say~aArap,سَيَّارَة,3,syr,سير
1841,m~idoraAr,مِّدْرَار,3,drr,درر
1842,kaA$if,كَاشِف,3,k$f,كشف
1843,qaAhir,قَاهِر,3,qhr,قهر
1844,na_#aA,نَـ#َا,3,nAy,ناي
1845,wuqifu,وُقِفُ,3,wqf,وقف
1846,mubad~il,مُبَدِّل,3,bdl,بدل
1847,yataDar~aEu,يَتَضَرَّعُ,3,DrE,ضرع
1848,Tarad,طَرَد,3,Trd,طرد
1849,mafaAtiH,مَفَاتِح,3,ftH,فتح
1850,suqiTa,سُقِطَ,3,sqT,سقط
1851,taDar~uE,تَضَرُّع,3,DrE,ضرع
1852,>afala,أَفَلَ,3,Afl,افل
1853,<iloyaAs,إِلْيَاس,3,,
1854,xaw~ala,خَوَّلَ,3,xwl,خول
1855,sakan,سَكَن,3,skn,سكن
1856,HusobaAn,حُسْبَان,3,Hsb,حسب
1857,daAniyap,دَانِيَة,3,dnw,دنو
1858,r~um~aAn,رُّمَّان,3,rmn,رمن
1859,qubul,قُبُل,3,qbl,قبل
1860,baATin,بَاطِن,3,bTn,بطن
1861,maEo$ar,مَعْشَر,3,E$r,عشر
1862,{sotakovaro,ٱسْتَكْثَرْ,3,kvr,كثر
1863,>arodaY`,أَرْدَىٰ,3,rdy,ردي
1864,ganam,غَنَم,3,gnm,غنم
1865,{xotalaTa,ٱخْتَلَطَ,3,xlT,خلط
1866,ba`ligap,بَٰلِغَة,3,blg,بلغ
1867,mamaAt,مَمَات,3,mwt,موت
1868,baya`t,بَيَٰت,3,byt,بيت
1869,gaA^}ibiyn,غَا^ئِبِين,3,gyb,غيب
1870,wazon,وَزْن,3,wzn,وزن
1871,xaf~ato,خَفَّتْ,3,xff,خفف
1872,m~adoHuwr,مَّدْحُور,3,dHr,دحر
1873,Tafiqa,طَفِقَ,3,Tfq,طفق
1874,{d~a`raka,ٱدَّٰرَكَ,3,drk,درك
1875,yalija,يَلِجَ,3,wlj,ولج
1876,ga`$iyap,غَٰشِيَة,3,g$w,غشو
1877,>a*~ana,أَذَّنَ,3,A*n,اذن
1878,tiloqaA^',تِلْقَا^ء,3,lqy,لقي
1879,musax~ara`t,مُسَخَّرَٰت,3,sxr,سخر
1880,bu$or,بُشْر,3,b$r,بشر
1881,baraka`t,بَرَكَٰت,3,brk,برك
1882,turojiY,تُرْجِى,3,rjw,رجو
1883,madaA^}in,مَدَا^ئِن,3,mdn,مدن
1884,Ha`$iriyn,حَٰشِرِين,3,H$r,حشر
1885,m~uloquwn,مُّلْقُون,3,lqy,لقي
1886,saHaru,سَحَرُ,3,sHr,سحر
1887,taloqafu,تَلْقَفُ,3,lqf,لقف
1888,munqalibuwn,مُنقَلِبُون,3,qlb,قلب
1889,{T~ay~aro,ٱطَّيَّرْ,3,Tyr,طير
1890,dak~,دَكّ,3,dkk,دكك
1891,maEo*irap,مَعْذِرَة,3,E*r,عذر
1892,Hasana`t,حَسَنَٰت,3,Hsn,حسن
1893,yuloHidu,يُلْحِدُ,3,lHd,لحد
1894,matiyn,مَتِين,3,mtn,متن
1895,murosaY`,مُرْسَىٰ,3,rsw,رسو
1896,waqot,وَقْت,3,wqt,وقت
1897,wajilato,وَجِلَتْ,3,wjl,وجل
1898,ga$~aY`,غَشَّىٰ,3,g$w,غشو
1899,r~abaTo,رَّبَطْ,3,rbT,ربط
1900,HaAla,حَالَ,3,Hwl,حول
1901,yataxaT~afa,يَتَخَطَّفَ,3,xTf,خطف
1902,yaroqubu,يَرْقُبُ,3,rqb,رقب
1903,yuroDu,يُرْضُ,3,rDw,رضو
1904,>aEoZam,أَعْظَم,3,EZm,عظم
1905,Ea$iyrat,عَشِيرَت,3,E$r,عشر
1906,>aHab~,أَحَبّ,3,Hbb,حبب
1907,kanazo,كَنَزْ,3,knz,كنز
1908,EuloyaA,عُلْيَا,3,Elw,علو
1909,m~utarab~iS,مُّتَرَبِّص,3,rbS,ربص
1910,zahaqa,زَهَقَ,3,zhq,زهق
1911,m~aloja<,مَّلْجَإ,3,ljA,لجا
1912,yalomizu,يَلْمِزُ,3,lmz,لمز
1913,raAgib,رَاغِب,3,rgb,رغب
1914,mu&otafikap,مُؤْتَفِكَة,3,Afk,افك
1915,nifaAq,نِفَاق,3,nfq,نفق
1916,Har~,حَرّ,3,Hrr,حرر
1917,Hazan,حَزَن,3,Hzn,حزن
1918,>axobaAr,أَخْبَار,3,xbr,خبر
1919,m~agoram,مَّغْرَم,3,grm,غرم
1920,{Eotarafu,ٱعْتَرَفُ,3,Erf,عرف
1921,>as~asa,أَسَّسَ,3,Ass,اسس
1922,yaTa_#u,يَطَـ#ُ,3,wTA,وطا
1923,yagiyZu,يَغِيظُ,3,gyZ,غيظ
1924,DiyaA^',ضِيَا^ء,3,DwA,ضوا
1925,EaASim,عَاصِم,3,ESm,عصم
1926,raA^d~,رَا^دّ,3,rdd,ردد
1927,ya_#uws,يَـ#ُوس,3,yAs,ياس
1928,taArik,تَارِك,3,trk,ترك
1929,>alozama,أَلْزَمَ,3,lzm,لزم
1930,xaATaba,خَاطَبَ,3,xTb,خطب
1931,faAra,فَارَ,3,fwr,فور
1932,naASiyap,نَاصِيَة,3,nSy,نصي
1933,>awojasa,أَوْجَسَ,3,wjs,وجس
1934,*aroE,ذَرْع,3,*rE,ذرع
1935,r~a$iyd,رَّشِيد,3,r$d,رشد
1936,saAfil,سَافِل,3,sfl,سفل
1937,sij~iyl,سِجِّيل,3,sjl,سجل
1938,rahoT,رَهْط,3,rhT,رهط
1939,>aEaz~,أَعَزّ,3,Ezz,عزز
1940,ma$ohuwd,مَشْهُود,3,$hd,شهد
1941,zafiyr,زَفِير,3,zfr,زفر
1942,>utorifu,أُتْرِفُ,3,trf,ترف
1943,*~i}ob,ذِّئْب,3,*Ab,ذاب
1944,waArid,وَارِد,3,wrd,ورد
1945,yusojana,يُسْجَنَ,3,sjn,سجن
1946,fataY`,فَتَىٰ,3,fty,فتي
1947,lumo,لُمْ,3,lwm,لوم
1948,samiyn,سَمِين,3,smn,سمن
1949,Digov,ضِغْث,3,Dgv,ضغث
1950,munkiruwn,مُنكِرُون,3,nkr,نكر
1951,fitoyap,فِتْيَة,3,fty,فتي
1952,raHol,رَحْل,3,rHl,رحل
1953,m~awoviq,مَّوْثِق,3,wvq,وثق
1954,HaAjap,حَاجَة,3,Hwj,حوج
1955,Eiyr,عِير,3,Eyr,عير
1956,Himol,حِمْل,3,Hml,حمل
1957,wiEaA^',وِعَا^ء,3,wEy,وعي
1958,>aboraHa,أَبْرَحَ,3,brH,برح
1959,kaZiym,كَظِيم,3,kZm,كظم
1960,r~awoH,رَّوْح,3,rwH,روح
1961,qadiym,قَدِيم,3,qdm,قدم
1962,Eamad,عَمَد,3,Emd,عمد
1963,miqodaAr,مِقْدَار,3,qdr,قدر
1964,zabad,زَبَد,3,zbd,زبد
1965,waAq,وَاق,3,wqy,وقي
1966,yunkiru,يُنكِرُ,3,nkr,نكر
1967,maHawo,مَحَوْ,3,mHw,محو
1968,>aSol,أَصْل,3,ASl,اصل
1969,muhoTiEiyn,مُهْطِعِين,3,hTE,هطع
1970,zaAla,زَالَ,3,zwl,زول
1971,m~uqar~aniyn,مُّقَرَّنِين,3,qrn,قرن
1972,sara`biyl,سَرَٰبِيل,3,srbl,سربل
1973,Hama<,حَمَإ,3,HmA,حما
1974,m~asonuwn,مَّسْنُون,3,snn,سنن
1975,samuwm,سَمُوم,3,smm,سمم
1976,{xofiDo,ٱخْفِضْ,3,xfD,خفض
1977,tamiyda,تَمِيدَ,3,myd,ميد
1978,yajo_#aru,يَجْـ#َرُ,3,jAr,جار
1979,{sotaxaf~a,ٱسْتَخَفَّ,3,xff,خفف
1980,<iytaA'N,إِيتَاءٌ,3,Aty,اتي
1981,>aEojamiY~,أَعْجَمِىّ,3,Ejm,عجم
1982,>aqoSaA,أَقْصَا,3,qSw,قصو
1983,muboSirap,مُبْصِرَة,3,bSr,بصر
1984,EaAjilapN,عَاجِلَةٌ,3,Ejl,عجل
1985,ma*omuwm,مَذْمُوم,3,*mm,ذمم
1986,>uf~,أُفّ,3,Aff,افف
1987,*~ul~,ذُّلّ,3,*ll,ذلل
1988,w~azanu,وَّزَنُ,3,wzn,وزن
1989,taHowiyl,تَحْوِيل,3,Hwl,حول
1990,masoTuwr,مَسْطُور,3,sTr,سطر
1991,yasotafiz~a,يَسْتَفِزَّ,3,fzz,فزز
1992,xasaAr,خَسَار,3,xsr,خسر
1993,kufuwr,كُفُور,3,kfr,كفر
1994,tusoqiTa,تُسْقِطَ,3,sqT,سقط
1995,m~uhotad,مُّهْتَد,3,hdy,هدي
1996,>a*oqaAn,أَذْقَان,3,*qn,ذقن
1997,nu$irato,نُشِرَتْ,3,n$r,نشر
1998,muhol,مُهْل,3,mhl,مهل
1999,sundus,سُندُس,3,,
2000,nafar,نَفَر,3,nfr,نفر
2001,m~uDil~,مُّضِلّ,3,Dll,ضلل
2002,yuHodivu,يُحْدِثُ,3,Hdv,حدث
2003,yurohiqa,يُرْهِقَ,3,rhq,رهق
2004,n~ukor,نُّكْر,3,nkr,نكر
2005,yubodila,يُبْدِلَ,3,bdl,بدل
2006,hay~in,هَيِّن,3,hwn,هون
2007,ji*oE,جِذْع,3,j*E,جذع
2008,>ayoman,أَيْمَن,3,ymn,يمن
2009,{SoTabiro,ٱصْطَبِرْ,3,Sbr,صبر
2010,farod,فَرْد,3,frd,فرد
2011,$at~aY`,شَتَّىٰ,3,$tt,شتت
2012,s~aAmiriY~,سَّامِرِىّ,3,smr,سمر
2013,TaAla,طَالَ,3,Twl,طول
2014,baSurato,بَصُرَتْ,3,bSr,بصر
2015,Har~iqu,حَرِّقُ,3,Hrq,حرق
2016,nusifato,نُسِفَتْ,3,nsf,نسف
2017,gawaY`,غَوَىٰ,3,gwy,غوي
2018,maEiy$ap,مَعِيشَة,3,Ey$,عيش
2019,yarokuDu,يَرْكُضُ,3,rkD,ركض
2020,la`Eibiyn,لَٰعِبِين,3,lEb,لعب
2021,>an$ara,أَنشَرَ,3,n$r,نشر
2022,{rotaDaY`,ٱرْتَضَىٰ,3,rDw,رضو
2023,faj~,فَجّ,3,fjj,فجج
2024,muDogap,مُضْغَة,3,mDg,مضغ
2025,xaSom,خَصْم,3,xSm,خصم
2026,Hariyr,حَرِير,3,Hrr,حرر
2027,>awova`n,أَوْثَٰن,3,wvn,وثن
2028,muEa`jiziyn,مُعَٰجِزِين,3,Ejz,عجز
2029,taman~aY`^,تَمَنَّىٰ^,3,mny,مني
2030,fawa`kih,فَوَٰكِه,3,fkh,فكه
2031,'aAkiluwn,ءَاكِلُون,3,Akl,اكل
2032,gamorap,غَمْرَة,3,gmr,غمر
2033,barozax,بَرْزَخ,3,,
2034,nasab,نَسَب,3,nsb,نسب
2035,zaAniyap,زَانِيَة,3,zny,زني
2036,zaAn,زَان,3,zny,زني
2037,$aha`da`t,شَهَٰدَٰت,3,$hd,شهد
2038,jayob,جَيْب,3,jyb,جيب
2039,m~ubay~ina`t,مُّبَيِّنَٰت,3,byn,بين
2040,Sa`^f~a`t,صَٰ^فَّٰت,3,Sff,صفف
2041,furaAt,فُرَات,3,frt,فرت
2042,>ujaAj,أُجَاج,3,Ajj,اجج
2043,muqaAm,مُقَام,3,qwm,قوم
2044,qur~ap,قُرَّة,3,qrr,قرر
2045,ma$oHuwn,مَشْحُون,3,$Hn,شحن
2046,$irob,شِرْب,3,$rb,شرب
2047,yuwzaEu,يُوزَعُ,3,wzE,وزع
2048,m~usotaqir~,مُّسْتَقِرّ,3,qrr,قرر
2049,qawaAriyraA,قَوَارِيرَا,3,qrr,قرر
2050,HadaA^}iq,حَدَا^ئِق,3,Hdq,حدق
2051,faziEa,فَزِعَ,3,fzE,فزع
2052,yubodi}u,يُبْدِئُ,3,bdA,بدا
2053,n~a$o>ap,نَّشْأَة,3,n$A,نشا
2054,tanta$iru,تَنتَشِرُ,3,n$r,نشر
2055,muSofar~,مُصْفَرّ,3,Sfr,صفر
2056,garuwr,غَرُور,3,grr,غرر
2057,gayov,غَيْث,3,gyv,غيث
2058,muntaqimuwn,مُنتَقِمُون,3,nqm,نقم
2059,>usowap,أُسْوَة,3,Asw,اسو
2060,>afaA^'a,أَفَا^ءَ,3,fyA,فيا
2061,>ajodaAv,أَجْدَاث,3,jdv,جدث
2062,fa`kihiyn,فَٰكِهِين,3,fkh,فكه
2063,yad~aEu,يَدَّعُ,3,dEw,دعو
2064,qa`Sira`t,قَٰصِرَٰت,3,qSr,قصر
2065,mawotat,مَوْتَت,3,mwt,موت
2066,zaq~uwm,زَقُّوم,3,zqm,زقم
2067,raAga,رَاغَ,3,rwg,روغ
2068,>awotaAd,أَوْتَاد,3,wtd,وتد
2069,xiTaAb,خِطَاب,3,xTb,خطب
2070,>atoraAb,أَتْرَاب,3,trb,ترب
2071,kuw~irato,كُوِّرَتْ,3,kwr,كور
2072,HuTa`m,حُطَٰم,3,HTm,حطم
2073,yaHotasibu,يَحْتَسِبُ,3,Hsb,حسب
2074,Suwrap,صُورَة,3,Swr,صور
2075,silosilap,سِلْسِلَة,3,slsl,سلسل
2076,SaroSar,صَرْصَر,3,SrSr,صرصر
2077,>ufuq,أُفُق,3,Afq,افق
2078,jawaAr,جَوَار,3,jry,جري
2079,baTo$,بَطْش,3,bT$,بطش
2080,yula`qu,يُلَٰقُ,3,lqy,لقي
2081,rajoE,رَجْع,3,rjE,رجع
2082,muEotad,مُعْتَد,3,Edw,عدو
2083,muntahaY`,مُنتَهَىٰ,3,nhy,نهي
2084,yumonaY`,يُمْنَىٰ,3,mny,مني
2085,tanfu*u,تَنفُذُ,3,nf*,نفذ
2086,mayomanap,مَيْمَنَة,3,ymn,يمن
2087,ma$o_#amap,مَشْـ#َمَة,3,$Am,شام
2088,vul~ap,ثُلَّة,3,vll,ثلل
2089,m~arofuwEap,مَّرْفُوعَة,3,rfE,رفع
2090,HaA^q~ap,حَا^قَّة,3,Hqq,حقق
2091,muSal~iyn,مُصَلِّين,3,Slw,صلو
2092,mizaAj,مِزَاج,3,mzj,مزج
2093,lahab,لَهَب,3,lhb,لهب
2094,>a$oqaY,أَشْقَى,3,$qw,شقو
2095,gi$a`wap,غِشَٰوَة,2,g$w,غشو
2096,yuxa`diEu,يُخَٰدِعُ,2,xdE,خدع
2097,yaxodaEu,يَخْدَعُ,2,xdE,خدع
2098,musotahozi'uwn,مُسْتَهْزِءُون,2,hzA,هزا
2099,raEod,رَعْد,2,rEd,رعد
2100,>aSa`biE,أَصَٰبِع,2,SbE,صبع
2101,Ha*ar,حَذَر,2,H*r,حذر
2102,binaA^',بِنَا^ء,2,bny,بني
2103,yasofiku,يَسْفِكُ,2,sfk,سفك
2104,Zal~alo,ظَلَّلْ,2,Zll,ظلل
2105,HiT~ap,حِطَّة,2,HTT,حطط
2106,{sotasoqaY`,ٱسْتَسْقَىٰ,2,sqy,سقي
2107,Hajar,حَجَر,2,Hjr,حجر
2108,masokanap,مَسْكَنَة,2,skn,سكن
2109,*aluwl,ذَلُول,2,*ll,ذلل
2110,taZa`haru,تَظَٰهَرُ,2,Zhr,ظهر
2111,gulof,غُلْف,2,glf,غلف
2112,yataEal~amu,يَتَعَلَّمُ,2,Elm,علم
2113,DaA^r~,ضَا^رّ,2,Drr,ضرر
2114,mavuwbap,مَثُوبَة,2,vwb,ثوب
2115,ra`Ei,رَٰعِ,2,rEy,رعي
2116,yaxotaS~u,يَخْتَصُّ,2,xSS,خصص
2117,yansaxu,يَنسَخُ,2,nsx,نسخ
2118,badiyE,بَدِيع,2,bdE,بدع
2119,Sibogap,صِبْغَة,2,Sbg,صبغ
2120,Hayov2,حَيْث²,2,Hyv,حيث
2121,naqoS,نَقْص,2,nqS,نقص
2122,yaT~aw~afa,يَطَّوَّفَ,2,Twf,طوف
2123,taTaw~aEa,تَطَوَّعَ,2,TwE,طوع
2124,taSoriyf,تَصْرِيف,2,Srf,صرف
2125,nidaA^',نِدَا^ء,2,ndw,ندو
2126,Hur~,حُرّ,2,Hrr,حرر
2127,{t~ibaAE,ٱتِّبَاع,2,tbE,تبع
2128,yaSumo,يَصُمْ,2,Swm,صوم
2129,>akomalo,أَكْمَلْ,2,kml,كمل
2130,rafav,رَفَث,2,rfv,رفث
2131,yaxotaAnu,يَخْتَانُ,2,xwn,خون
2132,ba`$iru,بَٰشِرُ,2,b$r,بشر
2133,xayoT,خَيْط,2,xyT,خيط
2134,>adolaY`,أَدْلَىٰ,2,dlw,دلو
2135,Huruma`t,حُرُمَٰت,2,Hrm,حرم
2136,Eumorap,عُمْرَة,2,Emr,عمر
2137,>uHoSiru,أُحْصِرُ,2,HSr,حصر
2138,{sotayosara,ٱسْتَيْسَرَ,2,ysr,يسر
2139,nusuk,نُسُك,2,nsk,نسك
2140,Ea$arap,عَشَرَة,2,E$r,عشر
2141,kaAmilap,كَامِلَة,2,kml,كمل
2142,m~aEoluwma`t,مَّعْلُومَٰت,2,Elm,علم
2143,jidaAl,جِدَال,2,jdl,جدل
2144,nasol,نَسْل,2,nsl,نسل
2145,zalalo,زَلَلْ,2,zll,زلل
2146,Sad~,صَدّ,2,Sdd,صدد
2147,Eafow,عَفْو,2,Efw,عفو
2148,>amap,أَمَة,2,Amw,امو
2149,mu$orikap,مُشْرِكَة,2,$rk,شرك
2150,tabar~u,تَبَرُّ,2,brr,برر
2151,T~ala`q,طَّلَٰق,2,Tlq,طلق
2152,muTal~aqa`t,مُطَلَّقَٰت,2,Tlq,طلق
2153,rad~,رَدّ,2,rdd,ردد
2154,DiraAr,ضِرَار,2,Drr,ضرر
2155,taEoDulu,تَعْضُلُ,2,EDl,عضل
2156,tara`Da,تَرَٰضَ,2,rDw,رضو
2157,r~aDaAEap,رَّضَاعَة,2,rDE,رضع
2158,kisowat,كِسْوَت,2,ksw,كسو
2159,wa`lidap,وَٰلِدَة,2,wld,ولد
2160,taraAD,تَرَاض,2,rDw,رضو
2161,muwsiE,مُوسِع,2,wsE,وسع
2162,TaAluwt,طَالُوت,2,,
2163,baSTap,بَصطَة,2,bsT,بسط
2164,jisom,جِسْم,2,jsm,جسم
2165,t~aAbuwt,تَّابُوت,2,,
2166,mubotaliy,مُبْتَلِي,2,blw,بلو
2167,TaAqap,طَاقَة,2,Twq,طوق
2168,hazamu,هَزَمُ,2,hzm,هزم
2169,dafoE,دَفْع,2,dfE,دفع
2170,kurosiy~,كُرْسِيّ,2,krs,كرس
2171,<ikoraAh,إِكْرَاه,2,krh,كره
2172,Eurowap,عُرْوَة,2,Erw,عرو
2173,wuvoqaY`,وُثْقَىٰ,2,wvq,وثق
2174,buhita,بُهِتَ,2,bht,بهت
2175,sunbulap,سُنبُلَة,2,snbl,سنبل
2176,tavobiyt,تَثْبِيت,2,vbt,ثبت
2177,rabowap,رَبْوَة,2,rbw,ربو
2178,nafaqap,نَفَقَة,2,nfq,نفق
2179,n~a*or,نَّذْر,2,n*r,نذر
2180,mas~,مَسّ,2,mss,مسس
2181,yamoHaqu,يَمْحَقُ,2,mHq,محق
2182,>arobaY`,أَرْبَىٰ,2,rbw,ربو
2183,Eusorap,عُسْرَة,2,Esr,عسر
2184,{sota$ohidu,ٱسْتَشْهِدُ,2,$hd,شهد
2185,>aqosaT,أَقْسَط,2,qsT,قسط
2186,HaADirap,حَاضِرَة,2,HDr,حضر
2187,>ama`nat,أَمَٰنَت,2,Amn,امن
2188,>axoTa>o,أَخْطَأْ,2,xTA,خطا
2189,r~a`sixuwn,رَّٰسِخُون,2,rsx,رسخ
2190,>azaAga,أَزَاغَ,2,zyg,زيغ
2191,ra>oY,رَأْى,2,rAy,راي
2192,yuHa*~iru,يُحَذِّرُ,2,H*r,حذر
2193,<iboka`r,إِبْكَٰر,2,bkr,بكر
2194,yaqonuto,يَقْنُتْ,2,qnt,قنت
2195,wajiyh,وَجِيه,2,wjh,وجه
2196,kahol,كَهْل,2,khl,كهل
2197,hayo_#ap,هَيْـ#َة,2,hyA,هيا
2198,tubori}u,تُبْرِئُ,2,brA,برا
2199,>akomah,أَكْمَه,2,kmh,كمه
2200,>aboraS,أَبْرَص,2,brS,برص
2201,ma`kiriyn,مَٰكِرِين,2,mkr,مكر
2202,$afaA,شَفَا,2,$fw,شفو
2203,{sowad~ato,ٱسْوَدَّتْ,2,swd,سود
2204,biTaAnap,بِطَانَة,2,bTn,بطن
2205,xabaAl,خَبَال,2,xbl,خبل
2206,EaD~u,عَضُّ,2,EDD,عضض
2207,munzal,مُنزَل,2,nzl,نزل
2208,s~ar~aA^',سَّرَّا^ء,2,srr,سرر
2209,ka`Zimiyn,كَٰظِمِين,2,kZm,كظم
2210,>aEolawon,أَعْلَوْن,2,Elw,علو
2211,yumaH~iSa,يُمَحِّصَ,2,mHS,محص
2212,DaEufa,ضَعُفَ,2,DEf,ضعف
2213,{sotakaAnu,ٱسْتَكَانُ,2,kyn,كين
2214,<isoraAf,إِسْرَاف,2,srf,سرف
2215,>amanap,أَمَنَة,2,Amn,امن
2216,n~uEaAs,نُّعَاس,2,nEs,نعس
2217,lin,لِن,2,lyn,لين
2218,naAfaqu,نَافَقُ,2,nfq,نفق
2219,yaloHaqu,يَلْحَقُ,2,lHq,لحق
2220,yamiyza,يَمِيزَ,2,myz,ميز
2221,miyra`v,مِيرَٰث,2,wrv,ورث
2222,yuboliYa,يُبْلِىَ,2,blw,بلو
2223,mafaAzap,مَفَازَة,2,fwz,فوز
2224,vula`v,ثُلَٰث,2,vlv,ثلث
2225,ruba`E,رُبَٰع,2,rbE,ربع
2226,kavura,كَثُرَ,2,kvr,كثر
2227,m~aforuwD,مَّفْرُوض,2,frD,فرض
2228,sadiyd,سَدِيد,2,sdd,سدد
2229,r~ubuE,رُّبُع,2,rbE,ربع
2230,kala`lap,كَلَٰلَة,2,kll,كلل
2231,S~ulob,صُّلْب,2,Slb,صلب
2232,m~uHoSiniyn,مُّحْصِنِين,2,HSn,حصن
2233,musa`fiHiyn,مُسَٰفِحِين,2,sfH,سفح
2234,fataya`t,فَتَيَٰت,2,fty,فتي
2235,>axodaAn,أَخْدَان,2,xdn,خدن
2236,mayol,مَيْل,2,myl,ميل
2237,mawa`liY,مَوَٰلِى,2,wly,ولي
2238,Ha`fiZa`t,حَٰفِظَٰت,2,HfZ,حفظ
2239,nu$uwz,نُشُوز,2,n$z,نشز
2240,buxol,بُخْل,2,bxl,بخل
2241,gaA^}iT,غَا^ئِط,2,gwT,غوط
2242,naqiyr,نَقِير,2,nqr,نقر
2243,Zaliyl,ظَلِيل,2,Zll,ظلل
2244,tawofiyq,تَوْفِيق,2,wfq,وفق
2245,yuTaAEu,يُطَاعُ,2,TwE,طوع
2246,yuHak~imu,يُحَكِّمُ,2,Hkm,حكم
2247,Har~iDi,حَرِّضِ,2,HrD,حرض
2248,>aSodaq,أَصْدَق,2,Sdq,صدق
2249,>arokasa,أَرْكَسَ,2,rks,ركس
2250,HaSirato,حَصِرَتْ,2,HSr,حصر
2251,sal~aTa,سَلَّطَ,2,slT,سلط
2252,xaTa_#,خَطَـ#,2,xTA,خطا
2253,diyap,دِيَة,2,wdy,ودي
2254,mutataAbiEayon,مُتَتَابِعَيْن,2,tbE,تبع
2255,m~utaEam~id,مُّتَعَمِّد,2,Emd,عمد
2256,ZaAlimiY^,ظَالِمِى^,2,Zlm,ظلم
2257,xaw~aAn,خَوَّان,2,xwn,خون
2258,m~ariyd,مَّرِيد,2,mrd,مرد
2259,yuman~iy,يُمَنِّي,2,mny,مني
2260,<iEoraAD,إِعْرَاض,2,ErD,عرض
2261,SuloH,صُلْح,2,SlH,صلح
2262,{sotaHowa*a,ٱسْتَحْوَذَ,2,Hw*,حوذ
2263,kusaAlaY`,كُسَالَىٰ,2,ksl,كسل
2264,yuraA^'u,يُرَا^ءُ,2,rAy,راي
2265,>axolaSu,أَخْلَصُ,2,xlS,خلص
2266,naqoD,نَقْض,2,nqD,نقض
2267,Salabu,صَلَبُ,2,Slb,صلب
2268,tagoluw,تَغْلُو,2,glw,غلو
2269,qala`^}id,قَلَٰ^ئِد,2,qld,قلد
2270,$ana_#aAn,شَنَـ#َان,2,$nA,شنا
2271,taEaAwanu,تَعَاوَنُ,2,Ewn,عون
2272,>azola`m,أَزْلَٰم,2,zlm,زلم
2273,maxomaSap,مَخْمَصَة,2,xmS,خمص
2274,xaA^}inap,خَا^ئِنَة,2,xwn,خون
2275,>agorayo,أَغْرَيْ,2,grw,غرو
2276,da`xiluwn,دَٰخِلُون,2,dxl,دخل
2277,guraAb,غُرَاب,2,grb,غرب
2278,sawo'ap,سَوْءَة,2,swA,سوا
2279,HaAraba,حَارَبَ,2,Hrb,حرب
