surah,verse,meccan_medinan,length_letters,length_words,rhyme_letter,position_class,tags_count,tags_list,characterization
12,18,meccan,73,18,ن,early,14,body-part;contains-wa-allah;divine-names;divine-names(1);emotion;iltifat;meccan;medium;mentions-Allah;pos-early;quotation;rhyme-conforming;rhyme-ن;surah-12,Narrates reported speech
12,19,meccan,77,17,ن,early,15,contains-wa-allah;divine-names;divine-names(1);hapax;jinas;meccan;medium;mentions-Allah;pos-early;quotation;rhyme-conforming;rhyme-ن;surah-12;vocative;vocative-topic,Declares or asserts
12,20,meccan,42,9,ن,early,8,famous-number;hapax;meccan;pos-early;rhyme-conforming;rhyme-ن;short;surah-12,Declares or asserts
12,21,meccan,138,32,ن,early,16,contains-wa-allah;divine-names;divine-names(1);iltifat;imperative;jinas;kinship;long;meccan;mentions-Allah;pos-early;quotation;rhyme-conforming;rhyme-ن;sacred-geo;surah-12,Narrates reported speech
12,22,meccan,43,9,ن,early,10,iltifat;meccan;mutashabih-lafzi;mutashabih-topic;pos-early;prophet-micro-ring;rhyme-conforming;rhyme-ن;short;surah-12,Promises reward to the believers
12,23,meccan,91,23,ن,early,15,divine-names;divine-names(1);hapax;iltifat;imperative;jinas;meccan;medium;mentions-Allah;nafs-theology;pos-early;quotation;rhyme-conforming;rhyme-ن;surah-12,Declares or asserts
12,24,meccan,76,19,ن,early,8,iltifat;jinas;meccan;medium;pos-early;rhyme-conforming;rhyme-ن;surah-12,Declares or asserts
12,25,meccan,89,23,م,early,14,color;contains-question;dual-form;historical-details;iltifat;intra-xref;jinas;meccan;medium;pos-early;quotation;rhyme-deviation;rhyme-م;surah-12,Poses a rhetorical question
12,26,meccan,68,19,ن,early,10,iltifat;jinas;meccan;medium;nafs-theology;pos-early;quotation;rhyme-conforming;rhyme-ن;surah-12,Narrates reported speech
12,27,meccan,36,10,ن,early,7,jinas;meccan;pos-early;rhyme-conforming;rhyme-ن;short;surah-12,Describes the divine self
12,28,meccan,43,13,م,middle,9,iltifat;jinas;meccan;pos-middle;quotation;rhyme-deviation;rhyme-م;short;surah-12,Declares or asserts
12,29,meccan,42,10,ن,middle,8,iltifat;imperative;meccan;pos-middle;rhyme-conforming;rhyme-ن;short;surah-12,Issues an imperative command
12,30,meccan,73,18,ن,middle,13,hapax;historical-details;iltifat;kinship;meccan;medium;nafs-theology;pos-middle;prophet-pericope;quotation;rhyme-conforming;rhyme-ن;surah-12,Narrates reported speech
12,31,meccan,131,32,م,middle,13,divine-names;divine-names(1);hapax;iltifat;imperative;jinas;long;meccan;pos-middle;quotation;rhyme-deviation;rhyme-م;surah-12,Declares or asserts
12,32,meccan,84,19,ن,middle,12,hapax;ilm-al-harf;iltifat;intra-xref;meccan;medium;nafs-theology;pos-middle;quotation;rhyme-conforming;rhyme-ن;surah-12,Narrates reported speech
12,33,meccan,68,17,ن,middle,11,classical-xref;hapax;iltifat;intra-xref;meccan;medium;pos-middle;quotation;rhyme-conforming;rhyme-ن;surah-12,Narrates reported speech
12,34,meccan,41,10,م,middle,11,divine-name-pair-ending;divine-names;divine-names(2);ends-divine-pair;iltifat;meccan;pos-middle;rhyme-deviation;rhyme-م;short;surah-12,Describes the divine self
12,35,meccan,38,11,ن,middle,8,intra-xref;meccan;pos-middle;rhyme-conforming;rhyme-ن;short;surah-12;time-vocab,Declares or asserts
12,36,meccan,115,27,ن,middle,16,animal;dual-form;dual-form-topic;hapax;iltifat;imperative;intra-xref;jinas;meccan;medium;pos-middle;prophet-micro-ring;quotation;rhyme-conforming;rhyme-ن;surah-12,Declares or asserts
12,37,meccan,112,26,ن,middle,14,divine-names;divine-names(1);dual-form;iltifat;jinas;meccan;medium;mentions-Allah;pos-middle;quotation;quotation-topic;rhyme-conforming;rhyme-ن;surah-12,Narrates reported speech
12,38,meccan,104,26,ن,middle,13,divine-names;divine-names(1);iltifat;jinas;meccan;medium;mentions-Allah;negation;pos-middle;prophet-micro-ring;rhyme-conforming;rhyme-ن;surah-12,Narrates prophetic history
12,39,meccan,46,10,ر,middle,22,contains-question;contains-vocative-ar;contains-vocative-en;divine-name-cluster;divine-name-pair-ending;divine-names;divine-names(3);divine-names-topic;ends-divine-pair;hapax;intra-xref;meccan;mentions-Allah;pos-middle;rhetorical-Q;rhetorical-question;rhyme-break;rhyme-deviation;rhyme-ر;short;surah-12;vocative,Poses a rhetorical question
12,40,meccan,127,32,ن,middle,11,divine-names;divine-names(1);iltifat;jinas;long;meccan;mentions-Allah;pos-middle;rhyme-conforming;rhyme-ن;surah-12,Issues an imperative command
12,41,meccan,86,20,ن,middle,13,contains-vocative-ar;contains-vocative-en;dual-form;iltifat;intra-xref;meccan;medium;pos-middle;prophet-pericope;rhyme-conforming;rhyme-ن;surah-12;vocative,Addresses the audience by vocative
12,42,meccan,70,18,ن,middle,13,dual-form;hapax;iltifat;imperative;intra-xref;jinas;meccan;medium;pos-middle;quotation;rhyme-conforming;rhyme-ن;surah-12,Narrates reported speech
12,43,meccan,105,25,ن,middle,18,animal;color;contains-vocative-ar;hapax;historical-details;iltifat;imperative;jinas;meccan;medium;numerical-coincidence;pos-middle;quotation;rhyme-conforming;rhyme-ن;surah-12;vocative;vocative-topic,Narrates reported speech
12,44,meccan,41,8,ن,middle,10,iltifat;jinas;meccan;pos-middle;prophet-micro-ring;quotation;rhyme-conforming;rhyme-ن;short;surah-12,Narrates reported speech
12,45,meccan,50,11,ن,middle,11,dual-form;hapax;iltifat;imperative;meccan;pos-middle;quotation;rhyme-conforming;rhyme-ن;short;surah-12,Narrates reported speech
12,46,meccan,96,22,ن,middle,13,animal;hapax;historical-details;iltifat;imperative;jinas;meccan;medium;numerical-coincidence;pos-middle;rhyme-conforming;rhyme-ن;surah-12,Narrates reported speech
12,47,meccan,57,14,ن,middle,12,hapax;historical-details;iltifat;imperative;meccan;medium;numerical-coincidence;pos-middle;quotation;rhyme-conforming;rhyme-ن;surah-12,Narrates reported speech
12,48,meccan,53,15,ن,middle,8,iltifat;meccan;medium;numerical-coincidence;pos-middle;rhyme-conforming;rhyme-ن;surah-12,Declares or asserts
12,49,meccan,39,11,ن,middle,9,hapax;iltifat;meccan;pos-middle;rhyme-conforming;rhyme-ن;short;surah-12;water,Issues an imperative command
12,50,meccan,92,22,م,middle,12,historical-details;iltifat;imperative;jinas;meccan;medium;pos-middle;prophet-pericope;quotation;rhyme-deviation;rhyme-م;surah-12,Narrates reported speech
12,51,meccan,110,29,ن,middle,16,contains-question;divine-names;divine-names(2);hapax;historical-details;iltifat;jinas;kinship;meccan;medium;nafs-theology;pos-middle;quotation;rhyme-conforming;rhyme-ن;surah-12,Poses a rhetorical question
12,52,meccan,47,12,ن,middle,11,divine-names;divine-names(1);iltifat;jinas;meccan;mentions-Allah;pos-middle;rhyme-conforming;rhyme-ن;short;surah-12,Declares or asserts
12,53,meccan,54,15,م,middle,12,hapax;iblis;iltifat;jinas;meccan;medium;nafs-theology;pos-middle;qalb-theology;rhyme-deviation;rhyme-م;surah-12,Issues a negative command
12,54,meccan,61,14,ن,middle,12,hapax;historical-details;iltifat;imperative;jinas;meccan;medium;pos-middle;quotation;rhyme-conforming;rhyme-ن;surah-12,Narrates reported speech
12,55,meccan,33,8,م,middle,9,iltifat;imperative;meccan;pos-middle;quotation;rhyme-deviation;rhyme-م;short;surah-12,Narrates reported speech
12,56,meccan,72,17,ن,middle,8,iltifat;jinas;meccan;medium;pos-middle;rhyme-conforming;rhyme-ن;surah-12,Issues an imperative command
12,57,meccan,35,7,ن,middle,7,iltifat;meccan;pos-middle;rhyme-conforming;rhyme-ن;short;surah-12,Promises reward to the believers
12,58,meccan,39,9,ن,middle,9,kinship;meccan;phonaesthetic;pos-middle;prophet-micro-ring;rhyme-conforming;rhyme-ن;short;surah-12,Declares or asserts
12,59,meccan,72,17,ن,middle,13,contains-question;iltifat;imperative;jinas;meccan;medium;pos-middle;quotation;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-12,Poses a rhetorical question
12,60,meccan,35,10,ن,middle,8,iltifat;meccan;pos-middle;prohibitive;rhyme-conforming;rhyme-ن;short;surah-12,Issues a negative command
12,61,meccan,29,6,ن,middle,8,iltifat;meccan;pos-middle;quotation;rhyme-conforming;rhyme-ن;short;surah-12,Narrates reported speech
12,62,meccan,74,14,ن,middle,9,iltifat;imperative;meccan;medium;pos-middle;quotation;rhyme-conforming;rhyme-ن;surah-12,Narrates reported speech
12,63,meccan,71,17,ن,middle,11,iltifat;imperative;jinas;meccan;medium;pos-middle;quotation;rhyme-conforming;rhyme-ن;surah-12;vocative,Narrates reported speech
12,64,meccan,66,17,ن,middle,17,contains-question;divine-names;divine-names(1);elative;iltifat;jinas;meccan;medium;mentions-Allah;pos-middle;quotation;rahma-derivative;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-12,Poses a rhetorical question
12,65,meccan,114,26,ر,middle,15,animal;contains-question;convergence;hapax;iltifat;jinas;meccan;medium;numerical-coincidence;pos-middle;quotation;rhyme-deviation;rhyme-ر;surah-12;vocative,Poses a rhetorical question
12,66,meccan,88,24,ل,middle,15,convergence;covenant;divine-names;divine-names(1);form-content-outlier;iltifat;jinas;meccan;medium;mentions-Allah;pos-middle;quotation;rhyme-deviation;rhyme-ل;surah-12,Narrates reported speech
12,67,meccan,111,28,ن,middle,19,contains-vocative-en;divine-names;divine-names(1);hapax;iltifat;imperative;jinas;kinship;meccan;medium;mentions-Allah;palindrome;pos-middle;prohibitive;quotation;rhyme-conforming;rhyme-ن;surah-12;vocative,Narrates reported speech
12,68,meccan,110,30,ن,middle,12,divine-names;divine-names(1);iltifat;jinas;meccan;medium;mentions-Allah;nafs-theology;pos-middle;rhyme-conforming;rhyme-ن;surah-12,Declares or asserts
12,69,meccan,62,16,ن,middle,10,iltifat;jinas;meccan;medium;pos-middle;prohibitive;quotation;rhyme-conforming;rhyme-ن;surah-12,Narrates a past dialogue
12,70,meccan,65,15,ن,middle,9,animal;iltifat;jinas;meccan;medium;pos-middle;rhyme-conforming;rhyme-ن;surah-12,Declares or asserts
12,71,meccan,27,5,ن,middle,13,contains-question;iltifat;jinas;meccan;pos-middle;quotation;rhetorical-Q;rhetorical-question;rhyme-break;rhyme-conforming;rhyme-ن;short;surah-12,Poses a rhetorical question
12,72,meccan,44,12,م,middle,11,animal;hapax;historical-details;iltifat;meccan;pos-middle;quotation;rhyme-deviation;rhyme-م;short;surah-12,Narrates reported speech
12,73,meccan,48,12,ن,middle,11,divine-names;divine-names(1);iltifat;meccan;mentions-Allah;pos-middle;quotation;rhyme-conforming;rhyme-ن;short;surah-12,Narrates reported speech
12,74,meccan,25,6,ن,middle,10,contains-question;iltifat;meccan;muqattaat;pos-middle;quotation;rhyme-conforming;rhyme-ن;short;surah-12,Poses a rhetorical question
12,75,meccan,45,11,ن,middle,9,iltifat;jinas;meccan;pos-middle;quotation;rhyme-conforming;rhyme-ن;short;surah-12,Narrates reported speech
12,76,meccan,123,33,م,middle,13,divine-names;divine-names(1);historical-details;iltifat;jinas;long;meccan;mentions-Allah;negation;pos-middle;rhyme-deviation;rhyme-م;surah-12,Declares or asserts
12,77,meccan,84,24,ن,middle,14,contains-wa-allah;divine-names;divine-names(1);iltifat;jinas;meccan;medium;mentions-Allah;nafs-theology;pos-middle;quotation;rhyme-conforming;rhyme-ن;surah-12,Narrates reported speech
12,78,meccan,63,16,ن,middle,14,contains-vocative-ar;contains-vocative-en;historical-details;iltifat;imperative;meccan;medium;pos-middle;quotation;rhyme-conforming;rhyme-ن;surah-12;vocative;vocative-topic,Narrates reported speech
12,79,meccan,50,13,ن,middle,11,divine-names;divine-names(1);iltifat;meccan;mentions-Allah;pos-middle;quotation;rhyme-conforming;rhyme-ن;short;surah-12,Narrates reported speech
12,80,meccan,139,37,ن,middle,18,contains-question;covenant;divine-names;divine-names(1);emotion;hapax;iltifat;jinas;long;meccan;mentions-Allah;pos-middle;quotation;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-12,Poses a rhetorical question
12,81,meccan,72,18,ن,middle,13,contains-vocative-en;iltifat;imperative;jinas;meccan;medium;negation;pos-middle;quotation;rhyme-conforming;rhyme-ن;surah-12;vocative,Declares or asserts
12,82,meccan,53,11,ن,middle,9,animal;iltifat;imperative;meccan;medium;pos-middle;rhyme-conforming;rhyme-ن;surah-12,Declares or asserts
12,83,meccan,70,18,م,middle,15,divine-name-cluster;divine-name-pair-ending;divine-names;divine-names(3);ends-divine-pair;iltifat;meccan;medium;mentions-Allah;nafs-theology;pos-middle;quotation;rhyme-deviation;rhyme-م;surah-12,Narrates reported speech
12,84,meccan,51,13,م,late,15,balagha;body-part;color;dual-form;dual-form-topic;emotion;iltifat;meccan;medium;pos-late;quotation;rhyme-deviation;rhyme-م;surah-12;vocative,Narrates reported speech
12,85,meccan,49,12,ن,late,14,divine-names;divine-names(1);emotion;hapax;iltifat;jinas;meccan;mentions-Allah;pos-late;quotation;rhyme-conforming;rhyme-ن;short;surah-12,Narrates reported speech
12,86,meccan,47,13,ن,late,16,contains-innama;divine-names;divine-names(1);emotion;hapax;iltifat;innama;jinas;meccan;mentions-Allah;pos-late;quotation;rhyme-conforming;rhyme-ن;short;surah-12,Narrates reported speech
12,87,meccan,81,21,ن,late,19,contains-vocative-ar;contains-vocative-en;divine-names;divine-names(1);emotion;hapax;iltifat;imperative;jinas;kinship;meccan;medium;mentions-Allah;pos-late;prohibitive;rhyme-conforming;rhyme-ن;surah-12;vocative,Addresses the audience by vocative
12,88,meccan,101,22,ن,late,19,contains-vocative-ar;contains-vocative-en;divine-names;divine-names(1);hapax;historical-details;iltifat;imperative;jinas;meccan;medium;mentions-Allah;pos-late;quotation;rhyme-conforming;rhyme-ن;surah-12;vocative;vocative-topic,Narrates reported speech
12,89,meccan,39,10,ن,late,12,contains-question;iltifat;meccan;pos-late;quotation;rhetorical-Q;rhetorical-question;rhyme-break;rhyme-conforming;rhyme-ن;short;surah-12,Poses a rhetorical question
12,90,meccan,84,23,ن,late,15,contains-question;divine-names;divine-names(1);iltifat;jinas;meccan;medium;mentions-Allah;pos-late;quotation;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-12,Poses a rhetorical question
12,91,meccan,39,9,ن,late,12,divine-names;divine-names(1);iltifat;jinas;meccan;mentions-Allah;pos-late;quotation;rhyme-conforming;rhyme-ن;short;surah-12,Narrates reported speech
12,92,meccan,46,11,ن,late,14,divine-names;divine-names(1);hapax;iltifat;jinas;meccan;mentions-Allah;pos-late;quotation;rahma-derivative;rhyme-conforming;rhyme-ن;short;surah-12,Narrates reported speech
12,93,meccan,56,12,ن,late,9,iltifat;imperative;jinas;meccan;medium;pos-late;rhyme-conforming;rhyme-ن;surah-12,Declares or asserts
12,94,meccan,47,12,ن,late,12,animal;hapax;iltifat;meccan;pos-late;prophet-micro-ring;quotation;rhyme-conforming;rhyme-ن;sensory;short;surah-12,Narrates a past dialogue
12,95,meccan,27,6,م,late,11,divine-names;divine-names(1);iltifat;meccan;mentions-Allah;pos-late;quotation;rhyme-deviation;rhyme-م;short;surah-12,Narrates reported speech
12,96,meccan,72,20,ن,late,17,contains-question;divine-names;divine-names(1);ilm-al-harf;iltifat;jinas;meccan;medium;mentions-Allah;pos-late;quotation;rhetorical-Q;rhetorical-question;rhyme-break;rhyme-conforming;rhyme-ن;surah-12,Poses a rhetorical question
12,97,meccan,39,9,ن,late,11,contains-vocative-en;iltifat;imperative;meccan;pos-late;quotation;rhyme-conforming;rhyme-ن;short;surah-12;vocative,Narrates reported speech
12,98,meccan,35,9,م,late,13,divine-name-pair-ending;divine-names;divine-names(2);ends-divine-pair;iltifat;jinas;meccan;pos-late;quotation;rhyme-deviation;rhyme-م;short;surah-12,Narrates reported speech
12,99,meccan,55,14,ن,late,15,divine-names;divine-names(1);dual-form;iltifat;imperative;jinas;meccan;medium;mentions-Allah;pos-late;quotation;rhyme-conforming;rhyme-ن;sacred-geo;surah-12,Narrates a past dialogue
12,100,meccan,169,47,م,late,19,divine-name-pair-ending;divine-names;divine-names(2);dual-form;ends-divine-pair;hapax;iltifat;intra-xref;jinas;kinship;long;meccan;pos-late;prophet-pericope;quotation;rhyme-deviation;rhyme-م;surah-12;vocative,Declares or asserts
12,101,meccan,105,21,ن,late,8,iltifat;imperative;meccan;medium;pos-late;rhyme-conforming;rhyme-ن;surah-12,Issues an imperative command
12,102,meccan,57,14,ن,late,7,iltifat;meccan;medium;pos-late;rhyme-conforming;rhyme-ن;surah-12,Declares or asserts
12,103,meccan,26,6,ن,late,7,iltifat;meccan;pos-late;rhyme-conforming;rhyme-ن;short;surah-12,Issues an imperative command
12,104,meccan,36,10,ن,late,7,iltifat;meccan;pos-late;rhyme-conforming;rhyme-ن;short;surah-12,Issues a negative command
12,105,meccan,49,11,ن,late,6,meccan;pos-late;rhyme-conforming;rhyme-ن;short;surah-12,Declares or asserts
12,106,meccan,30,7,ن,late,9,divine-names;divine-names(1);meccan;mentions-Allah;pos-late;rhyme-conforming;rhyme-ن;short;surah-12,Declares or asserts
12,107,meccan,59,14,ن,late,15,contains-question;divine-names;divine-names(1);jinas;meccan;medium;mentions-Allah;pos-late;rhetorical-Q;rhetorical-question;rhyme-break;rhyme-conforming;rhyme-ن;surah-12;yawm,Poses a rhetorical question
12,108,meccan,67,17,ن,late,15,divine-names;divine-names(1);iltifat;imperative;jinas;meccan;medium;mentions-Allah;pos-late;qul-imperative;qul-say-opener;quotation;rhyme-conforming;rhyme-ن;surah-12,Commands the Prophet to declare
12,109,meccan,123,29,ن,late,13,contains-question;iltifat;jinas;long;meccan;paradise-hell;pos-late;rhetorical-Q;rhetorical-question;rhyme-break;rhyme-conforming;rhyme-ن;surah-12,Poses a rhetorical question
12,110,meccan,79,19,ن,late,8,emotion;iltifat;meccan;medium;pos-late;rhyme-conforming;rhyme-ن;surah-12,Warns of punishment
12,111,meccan,94,23,ن,closing,11,dual-form;jinas;meccan;medium;pos-closing;qalb-theology;rhyme-conforming;rhyme-ن;self-reference;surah-12;surah-closer,Declares or asserts
13,1,medinan,60,15,ن,opening,12,iltifat;medinan;medium;muqatta-opener;muqattaat-opener;negation;pos-opening;rhyme-deviation;rhyme-ن;self-reference;surah-13;surah-opener,Utters disconnected letters
13,2,medinan,115,26,ن,early,18,ayat-al-kursi-finding;divine-names;divine-names(1);iltifat;intra-xref;jinas;medinan;medium;mentions-Allah;muhkam-mutashabih;mutashabih-topic;pos-early;rhyme-deviation;rhyme-ن;scientific-foreknowledge;surah-13;surah-boundary;tawhid,Describes a sign in nature
13,3,medinan,101,24,ن,early,14,cosmology-audit;dual-form;dual-form-topic;imperative-topic;intra-xref;jinas;medinan;medium;pos-early;rhyme-deviation;rhyme-ن;surah-13;surah-boundary;vocative-topic,Describes a sign in nature
