surah,verse,n_tags,tags,brief_note
5,8,13,asbab-nuzul;cross-textual;divine-names;divine-names-topic;iltifat;imperative;jinas;moses-finding;numerical-sequence;phonaesthetic;prohibitive;surah-ending;vocative,asbab-nuzul=asbab-nuzul.md | cross-textual=cross-textual-baseline.md | divine-names=1 name(s): Allah | divine-names-topic=divine-names-distribution.md | iltifat=intra-strict:two_verbs
5,9,6,covenant;divine-names;dual-form-topic;ilm-al-harf;iltifat;mutashabih-topic,covenant=covenant-language.md | divine-names=1 name(s): Allah | dual-form-topic=dual-form-mapping.md | ilm-al-harf=ilm-al-harf-tests.md | iltifat=inter:2->3
5,10,2,cross-textual;numerical-coincidence,cross-textual=cross-textual-baseline.md | numerical-coincidence=numerical-coincidences.md
5,11,8,divine-names;form-content-outlier;ilm-al-harf;iltifat;imperative;jinas;palindrome;vocative,divine-names=1 name(s): Allah | form-content-outlier=form-meets-content-outliers.md | ilm-al-harf=ilm-al-harf-tests.md | iltifat=intra-strict:two_verbs | imperative=*akara
5,12,13,covenant;divine-names;dual-form;famous-number;hapax;iltifat;info-theory;jesus-engagement;jinas;numerical-coincidence;quotation;salah;zakat,"covenant=covenant-language.md | divine-names=1 name(s): Allah | dual-form={vonayon | famous-number=numbers-spelled.md | hapax=lemma-hapax:naqiyb (lemma=naqiyb, root=nqb)"
5,13,7,covenant;divine-names;iltifat;imperative;jesus-engagement;qalb-theology;scripture-ref,covenant=covenant-language.md | divine-names=1 name(s): Allah | iltifat=intra-strict:two_verbs; inter:2->3 | imperative=EafaA | jesus-engagement=jc-engagement.md
5,14,5,covenant;divine-names;iltifat;jesus-engagement;quotation,covenant=covenant-language.md | divine-names=1 name(s): Allah | iltifat=intra-strict:two_verbs | jesus-engagement=jc-engagement.md | quotation=qalu speaker=Christians
5,15,9,cosmology-audit;divine-names;iltifat;jesus-engagement;jinas;paired-opposite;self-reference;vocative;vocative-topic,cosmology-audit=cosmology-audit.md | divine-names=1 name(s): Allah | iltifat=intra-strict:two_verbs; inter:3->2 | jesus-engagement=jc-engagement.md | jinas=jinas-wordplay.md
5,16,5,divine-name-cluster;divine-names;fire-light;iltifat;jesus-engagement,divine-name-cluster=3 names | divine-names=3 name(s): al-Salam|Allah|al-Nur | fire-light=fire-light-vocabulary.md | iltifat=inter:2->3 | jesus-engagement=jc-engagement.md
5,17,11,divine-names;dual-form;iltifat;imperative;jinas;kinship;muqattaat-gradient;prophet-pericope;qul-say-opener;quotation;rhetorical-question,divine-names=1 name(s): Allah | dual-form=bayon | iltifat=intra-strict:two_verbs | imperative=qaAla | jinas=jinas-wordplay.md
5,18,10,divine-names;dual-form;hapax;iltifat;imperative;kinship;moses-finding;qul-say-opener;quotation;rhetorical-question,"divine-names=1 name(s): Allah | dual-form=bayon | hapax=lemma-hapax:>aHib~a`^& (lemma=>aHib~a`^&, root=Hbb) | iltifat=intra-strict:two_verbs | imperative=qaAla"
5,19,17,chiastic;convergence;divine-names;hapax;iltifat;jesus-engagement;jinas;kahf-finding;moses-finding;negation;prophet-micro-ring;quotation;rhetorical-Q-topic;ring-center;scholar-commentary;vocative;vocative-topic,"chiastic=chiastic-audit.md | convergence=convergence-analysis.md | divine-names=1 name(s): Allah | hapax=lemma-hapax:fatorap (lemma=fatorap, root=ftr) | iltifat=intra-strict:two_verbs"
5,20,6,divine-names;form-content-outlier;iltifat;imperative;quotation;vocative,divine-names=1 name(s): Allah | form-content-outlier=form-meets-content-outliers.md | iltifat=intra-strict:two_verbs | imperative=*akara | quotation=qala speaker=Moses
5,21,7,divine-names;hapax;iltifat;imperative;prohibitive;sacred-geo;vocative,"divine-names=1 name(s): Allah | hapax=lemma-hapax:muqad~asap (lemma=muqad~asap, root=qds) | iltifat=intra-strict:two_verbs; inter:3->2 | imperative=daxala | prohibitive"
5,22,4,iltifat;numerical-sequence;quotation;vocative,iltifat=intra-strict:two_verbs; inter:2->3 | numerical-sequence=numerical-sequences.md | quotation=qalu speaker=Moses | vocative=O_Moses
5,23,9,body-part;divine-names;dual-form;dual-form-topic;iltifat;imperative;numerical-coincidence;palindrome;quotation,body-part=body-parts.md | divine-names=1 name(s): Allah | dual-form=rajul | dual-form-topic=dual-form-mapping.md | iltifat=intra-strict:two_verbs; inter:3->2
5,24,5,dual-form;iltifat;imperative;quotation;vocative,dual-form=qa`tala | iltifat=intra-strict:two_verbs; inter:2->3 | imperative=*ahaba | quotation=qalu speaker=Moses | vocative=O_Moses
5,25,3,iltifat;imperative;quotation,iltifat=intra-strict:two_verbs; inter:3->1 | imperative=faraqo | quotation=qala speaker=Moses
5,26,6,cross-textual;famous-number;hapax;iltifat;numerical-coincidence;quotation,"cross-textual=cross-textual-baseline.md | famous-number=numbers-spelled.md | hapax=root-hapax:tyh (lemma=yatiyhu, root=tyh) | iltifat=intra-strict:two_verbs; inter:1->3 | numerical-coincidence=numerical-coincidences.md"
5,27,9,divine-names;dual-form;iltifat;imperative;innama;jinas;quotation;sacrifice-vow;weapon,divine-names=2 name(s): al-Haqq|Allah | dual-form={bon | iltifat=intra-strict:two_verbs | imperative=talaY` | innama=count=1
5,28,2,divine-names;iltifat,divine-names=1 name(s): Allah | iltifat=intra-strict:two_verbs; inter:3->1
5,29,1,iltifat,iltifat=intra-strict:two_verbs; inter:1->2
5,30,3,hapax;iltifat;sacrifice-vow,"hapax=lemma-hapax:Taw~aEato (lemma=Taw~aEato, root=TwE) | iltifat=inter:2->3 | sacrifice-vow=sacrifice-vow.md"
5,31,11,animal;divine-names;hapax;iltifat;parable;phonaesthetic;quotation;rahma-baseline;rhetorical-question;sacrifice-vow;vocative,"animal=quran-bestiary.md | divine-names=1 name(s): Allah | hapax=root-hapax:bHv (lemma=yaboHavu, root=bHv) | iltifat=intra-strict:two_verbs | parable=B:Cain and crow→like this crow [an akūna mithl]"
5,32,7,ethical-universalism;hapax;hapax-topic;iltifat;innama-topic;numerical-coincidence;weapon,"ethical-universalism=ethical-universalism.md | hapax=lemma-hapax:>ajol (lemma=>ajol, root=Ajl) | hapax-topic=hapax-legomena-catalog.md | iltifat=intra-strict:two_verbs | innama-topic=innama-formula.md"
5,33,7,body-part;cross-textual;divine-names;hapax;innama;innama-topic;paired-opposite,"body-part=body-parts.md | cross-textual=cross-textual-baseline.md | divine-names=1 name(s): Allah | hapax=root-hapax:nfy (lemma=yunfa, root=nfy) | innama=count=1"
5,34,4,divine-names;form-content-outlier;iltifat;imperative,divine-names=1 name(s): Allah | form-content-outlier=form-meets-content-outliers.md | iltifat=intra-strict:two_verbs; inter:3->2 | imperative=Ealima
5,35,5,divine-names;iltifat;imperative;vocative;weapon,divine-names=1 name(s): Allah | iltifat=intra-strict:two_verbs | imperative={t~aqaY` | vocative=O_believers | weapon=weapons-warfare.md
5,36,2,iltifat;parable,iltifat=inter:2->3 | parable=E:ransom impossible→ [mithluhu maʿahu]
5,38,8,covenant;divine-names;dual-form;hapax;iltifat;imperative;muhkam-mutashabih;phonaesthetic,"covenant=covenant-language.md | divine-names=1 name(s): Allah | dual-form=yad | hapax=lemma-hapax:s~aAriqap (lemma=s~aAriqap, root=srq) | iltifat=intra-strict:two_verbs"
5,39,1,divine-names,divine-names=1 name(s): Allah
5,40,4,divine-names;iltifat;jinas;rhetorical-question,divine-names=1 name(s): Allah | iltifat=intra-strict:two_verbs | jinas=jinas-wordplay.md | rhetorical-question=rhetorical-negation (inkārī) markers=a-
5,41,15,asbab-nuzul;body-part;divine-names;highlight;iltifat;imperative;intra-xref;jesus-engagement;jinas;prohibitive;qalb-theology;quotation;scripture-ref;vocative;vocative-topic,asbab-nuzul=asbab-nuzul.md | body-part=body-parts.md | divine-names=1 name(s): Allah | highlight=asbab-nuzul.md | iltifat=intra-strict:two_verbs
5,42,5,divine-names;hapax;iltifat;imperative;jinas,"divine-names=1 name(s): Allah | hapax=lemma-hapax:>ak~a`luwn (lemma=>ak~a`luwn, root=Akl) | iltifat=intra-strict:two_verbs; inter:3->2 | imperative=Hakama | jinas=jinas-wordplay.md"
5,43,5,divine-names;historical-details;iltifat;rhetorical-question;scripture-ref,divine-names=1 name(s): Allah | historical-details=historical-details.md | iltifat=inter:2->3 | rhetorical-question=kayfa-reproach-or-wonder markers=kayof | scripture-ref=scripture-refs.md
5,44,16,asbab-nuzul;cosmology-audit;covenant;divine-names;emotion;ethical-universalism;fasting;hapax;historical-details;ilm-al-harf;iltifat;imperative;jesus-engagement;loan-word;prohibitive;scripture-ref,asbab-nuzul=asbab-nuzul.md | cosmology-audit=cosmology-audit.md | covenant=covenant-language.md | divine-names=1 name(s): Allah | emotion=emotion-vocabulary.md
5,45,3,divine-names;hapax;iltifat,"divine-names=1 name(s): Allah | hapax=lemma-hapax:juruwH (lemma=juruwH, root=jrH) | iltifat=intra-strict:two_verbs"
5,46,8,body-part;cosmology-audit;dual-form;historical-details;iltifat;jesus-engagement;loan-word;scripture-ref,body-part=body-parts.md | cosmology-audit=cosmology-audit.md | dual-form=yad | historical-details=historical-details.md | iltifat=inter:3->1
5,47,4,divine-names;iltifat;loan-word;scripture-ref,divine-names=1 name(s): Allah | iltifat=inter:1->3 | loan-word=foreign-loan-words.md | scripture-ref=scripture-refs.md
5,48,14,body-part;covenant;divine-names;dual-form;ethical-universalism;hapax;iltifat;imperative;jinas;numerical-coincidence;phonaesthetic;prohibitive;scripture-ref;self-reference,body-part=body-parts.md | covenant=covenant-language.md | divine-names=2 name(s): al-Haqq|Allah | dual-form=yad | ethical-universalism=ethical-universalism.md
5,49,5,divine-names;iltifat;imperative;jinas;prohibitive,divine-names=1 name(s): Allah | iltifat=intra-strict:two_verbs; inter:2->3 | imperative=Hakama | jinas=jinas-wordplay.md | prohibitive
5,50,3,divine-names;elative;rhetorical-question,"divine-names=1 name(s): Allah | elative=elative-forms.md | rhetorical-question=rhetorical-affirmation (taqrīrī) markers=a-,man"
5,51,5,divine-names;iltifat;jinas;prohibitive;vocative,divine-names=1 name(s): Allah | iltifat=intra-strict:two_verbs | jinas=jinas-wordplay.md | prohibitive | vocative=O_believers
5,52,6,divine-names;emotion;iltifat;nafs-theology;qalb-theology;quotation,divine-names=1 name(s): Allah | emotion=emotion-vocabulary.md | iltifat=intra-strict:two_verbs | nafs-theology=nafs-theology.md | qalb-theology=qalb-theology.md
5,53,3,divine-names;quotation;rhetorical-question,divine-names=1 name(s): Allah | quotation=yaqulu speaker=Jews | rhetorical-question=other-question markers=a-
5,54,7,cosmology-audit;divine-names;hapax;jinas;nafs-theology;vocative;weapon,"cosmology-audit=cosmology-audit.md | divine-names=1 name(s): Allah | hapax=lemma-hapax:laA^}im (lemma=laA^}im, root=lwm) | jinas=jinas-wordplay.md | nafs-theology=nafs-theology.md"
5,55,5,divine-names;innama;innama-topic;salah;zakat,divine-names=1 name(s): Allah | innama=count=1 | innama-topic=innama-formula.md | salah=salah-theology.md | zakat=zakat-charity.md
5,56,2,divine-names;iblis,divine-names=1 name(s): Allah | iblis=iblis-satan.md
5,57,6,divine-names;iltifat;imperative;phonaesthetic;prohibitive;vocative,divine-names=1 name(s): Allah | iltifat=intra-strict:two_verbs; inter:3->2 | imperative={t~aqaY` | phonaesthetic=phonaesthetics.md | prohibitive
5,58,1,iltifat,iltifat=intra-strict:two_verbs; inter:2->3
5,59,10,divine-names;iltifat;imperative;jesus-engagement;phonaesthetic;qul-say-opener;quotation;quotation-topic;rhetorical-question;vocative,divine-names=1 name(s): Allah | iltifat=intra-strict:two_verbs; inter:3->2 | imperative=qaAla | jesus-engagement=jc-engagement.md | phonaesthetic=phonaesthetics.md
5,60,7,divine-names;iltifat;imperative;phonaesthetic;qul-say-opener;quotation;rhetorical-question,divine-names=1 name(s): Allah | iltifat=intra-strict:two_verbs; inter:2->3 | imperative=qaAla | phonaesthetic=phonaesthetics.md | qul-say-opener=word-pos=1
5,61,3,divine-names;iltifat;quotation,divine-names=1 name(s): Allah | iltifat=intra-strict:two_verbs | quotation=qalu speaker=UNCLASSIFIED
5,62,3,iltifat;info-theory;jinas,iltifat=intra-strict:two_verbs | info-theory=information-theory.md | jinas=jinas-wordplay.md
5,63,1,loan-word,loan-word=foreign-loan-words.md
5,64,12,body-part;divine-names;dual-form;dual-form-topic;fire-light;hapax;iltifat;jesus-engagement;jinas;muhkam-mutashabih;phonaesthetic;quotation,body-part=body-parts.md | divine-names=1 name(s): Allah | dual-form=yad | dual-form-topic=dual-form-mapping.md | fire-light=fire-light-vocabulary.md
5,65,3,iltifat;jesus-engagement;paradise-hell,iltifat=intra-strict:two_verbs | jesus-engagement=jc-engagement.md | paradise-hell=paradise-hell-names.md
5,66,5,hapax;jesus-engagement;loan-word;palindrome;scripture-ref,"hapax=lemma-hapax:m~uqotaSidap (lemma=m~uqotaSidap, root=qSd) | jesus-engagement=jc-engagement.md | loan-word=foreign-loan-words.md | palindrome=palindromes.md | scripture-ref=scripture-refs.md"
5,67,6,divine-names;iltifat;imperative;prophecy;vocative;vocative-topic,divine-names=1 name(s): Allah | iltifat=intra-strict:two_verbs; inter:3->2 | imperative=bal~ago | prophecy=Completion/protection promise | vocative=O_messenger_sing
5,68,10,iltifat;imperative;jesus-engagement;loan-word;prohibitive;qul-say-opener;quotation;scripture-ref;vocative;vocative-topic,iltifat=intra-strict:two_verbs | imperative=qaAla | jesus-engagement=jc-engagement.md | loan-word=foreign-loan-words.md | prohibitive
5,69,5,divine-names;emotion;iltifat;mutashabih-lafzi;yawm,"divine-names=2 name(s): al-Akhir|Allah | emotion=emotion-vocabulary.md | iltifat=inter:2->3 | mutashabih-lafzi=pair with 2:62 (particle_change;suffix_pronoun_change;addition_in_a, r=0.8182) | yawm=yawm-catalog.md"
5,70,4,covenant;iltifat;jinas;weapon,covenant=covenant-language.md | iltifat=intra-strict:two_verbs | jinas=jinas-wordplay.md | weapon=weapons-warfare.md
5,71,1,divine-names,divine-names=1 name(s): Allah
5,72,10,divine-names;iltifat;imperative;jesus-engagement;jinas;kinship;prophet-pericope;quotation;vocative;vocative-topic,divine-names=1 name(s): Allah | iltifat=intra-strict:two_verbs | imperative=Eabada | jesus-engagement=jc-engagement.md | jinas=jinas-wordplay.md
5,73,11,convergence;deep-hypothesis;divine-names;famous-number;highlight;jesus-engagement;jinas;numerical-coincidence;palindrome;quotation;tawhid,convergence=convergence-analysis.md | deep-hypothesis=deep-hypotheses-queue.md | divine-names=1 name(s): Allah | famous-number=numbers-spelled.md | highlight=palindromes.md
5,74,3,divine-names;numerical-coincidence;rhetorical-question,divine-names=1 name(s): Allah | numerical-coincidence=numerical-coincidences.md | rhetorical-question=rhetorical-negation (inkārī) markers=a-
5,75,8,dual-form;hapax;iltifat;imperative;jesus-engagement;kinship;muhkam-mutashabih;phonaesthetic,"dual-form=kaAna | hapax=lemma-hapax:Sid~iyqap (lemma=Sid~iyqap, root=Sdq) | iltifat=intra-strict:two_verbs | imperative=n~aZara | jesus-engagement=jc-engagement.md"
5,76,9,divine-name-cluster;divine-name-pair-ending;divine-names;iltifat;imperative;muqattaat-gradient;qul-say-opener;quotation;rhetorical-question,divine-name-cluster=3 names | divine-name-pair-ending=al-Sami|al-'Alim|Allah | divine-names=3 name(s): al-Sami|al-'Alim|Allah | iltifat=intra-strict:two_verbs; inter:3->2 | imperative=qaAla
5,77,10,dual-form;iltifat;imperative;jesus-engagement;jinas;prohibitive;qul-say-opener;quotation;vocative;vocative-topic,dual-form=tagoluw | iltifat=intra-strict:two_verbs | imperative=qaAla | jesus-engagement=jc-engagement.md | jinas=jinas-wordplay.md
5,78,4,body-part;iltifat;phonaesthetic;sensory,body-part=body-parts.md | iltifat=inter:2->3 | phonaesthetic=phonaesthetics.md | sensory=sensory-vocabulary.md
5,79,1,hapax,"hapax=lemma-hapax:yatanaAha (lemma=yatanaAha, root=nhy)"
5,80,2,divine-names;iltifat,divine-names=1 name(s): Allah | iltifat=intra-strict:two_verbs
5,81,2,cross-textual;divine-names,cross-textual=cross-textual-baseline.md | divine-names=1 name(s): Allah
5,82,5,emotion;hapax;iltifat;jesus-engagement;quotation,"emotion=emotion-vocabulary.md | hapax=root-hapax:qss (lemma=qis~iysiyn, root=qss) | iltifat=intra-strict:two_verbs | jesus-engagement=jc-engagement.md | quotation=qalu speaker=Jews"
5,83,3,iltifat;imperative;quotation,iltifat=intra-strict:two_verbs | imperative=kataba | quotation=yaquluna speaker=Jews
5,84,3,divine-names;iltifat;rhetorical-question,divine-names=2 name(s): al-Haqq|Allah | iltifat=intra-strict:two_verbs; inter:3->1 | rhetorical-question=other-question markers=maA
5,85,3,divine-names;iltifat;quotation,divine-names=1 name(s): Allah | iltifat=inter:1->3 | quotation=qalu speaker=Jews
5,86,1,numerical-coincidence,numerical-coincidence=numerical-coincidences.md
5,87,4,divine-names;iltifat;prohibitive;vocative,divine-names=1 name(s): Allah | iltifat=intra-strict:two_verbs; inter:3->2 | prohibitive | vocative=O_believers
5,88,3,divine-names;iltifat;imperative,divine-names=1 name(s): Allah | iltifat=intra-strict:two_verbs | imperative=>akala
5,89,10,covenant;divine-names;fasting;hapax;iltifat;imperative;jinas;middle-ayah;numerical-coincidence;zakat,"covenant=covenant-language.md | divine-names=1 name(s): Allah | fasting=fasting-theology.md | hapax=lemma-hapax:Eaq~ad (lemma=Eaq~ad, root=Eqd) | iltifat=intra-strict:two_verbs"
5,90,8,iltifat;imperative;innama;muhkam-mutashabih;naskh;plant;vocative;water,iltifat=intra-strict:two_verbs | imperative={jotanabu | innama=count=1 | muhkam-mutashabih=muhkam-mutashabih.md | naskh=naskh-catalog.md
5,91,6,divine-names;hapax;iltifat;innama;innama-topic;rhetorical-question,"divine-names=1 name(s): Allah | hapax=lemma-hapax:m~untahuwn (lemma=m~untahuwn, root=nhy) | iltifat=intra-strict:verb_plus_indep_pron; inter:2->3 | innama=count=1 | innama-topic=innama-formula.md"
5,92,3,divine-names;iltifat;imperative,divine-names=1 name(s): Allah | iltifat=inter:3->2 | imperative=>aTaAEa
5,93,4,divine-names;hajj;iltifat;jinas,divine-names=1 name(s): Allah | hajj=hajj-theology.md | iltifat=inter:2->3 | jinas=jinas-wordplay.md
